1,-1,Deadpool,8.6
2,-2,Zootopia,8.3
3,-9,Batman v Superman: Dawn of Justice,7.5
4,-3,The Jungle Book,8.3
5,-5,The Boss,5.2
6,-7,Triple 9,6.5
7,,The Huntsman: Winter's War,6.2
8,-4,Ride Along 2,5.9
9,-10,Hail Caesar!,6.8
10,-9,Baaghi: A Rebel For Love,6.1
