1,-1,Deadpool,8.6
2,,Zootopia,8.3
3,-8,The Jungle Book,8.3
4,-2,Ride Along 2,5.9
5,,The Boss,5.2
6,-5,The Witch,7.2
7,,Triple 9,6.5
8,-3,The Revenant,8.2
9,-7,Batman v Superman: Dawn of Justice (TS),7.5
10,-9,Hail Caesar!,6.8
