1,-1,Star Wars: The Force Awakens,8.3
2,-2,Deadpool,8.6
3,-9,Batman v Superman: Dawn of Justice,7.5
4,-4,The Revenant,8.2
5,-3,Ice Age: The Great Egg-Scapade,6.1
6,0,Hail Caesar!,6.8
7,-6,Kung Fu Panda 3,8
8,0,Pandemic,4.6
9,-8,The Hateful Eight,8
10,-5,The 5th Wave,5.4
