1,-4,The Revenant,8.2
2,-1,Star Wars: The Force Awakens,8.3
3,-6,Hail Caesar!,6.8
4,-2,Deadpool,8.6
5,-3,Batman v Superman: Dawn of Justice,7.5
6,-6,Kung Fu Panda 3,8.0
7,,The Finest Hours,7.0
8,,Mr. Right,6.4
9,,The Jungle Book,8.3
10,-9,The Hateful Eight,8.0
